Message,sentiment
Please share these opportunities within your students and friends and networks👇1. Australia Award  Scholarship (http://australiaawardsindo.or.id)2. LPDP Scholarsh hip (http://www.beasiswalpdp.org/index.html)3. DIKTI Scholarship a. Dalam Negeri (http://www.beasiswa.dikti.go.id/dn/)b. Luar Negeri (http://beasiswa.dikti.go.id/ln/)4. Turkey Government Scholarship (http://www.turkiyeburslari.gov.tr/index.php/en)5. General Cultural Scholarship India (http://www.iccrindia.net/gereralscheme.html)6. USA Government Scholarship a. (http://www.aminef.or.id/index.php)b. (http://www.iief.or.id)7. Netherland Government Scholarship (http://www.nesoindonesia.or.id/beasiswa)8. Korean Government Scholarship (http://www.niied.go.kr/eng/contents.do…)9. Belgium Government Scholarship (http://www.vliruos.be/4273.aspx)10. Israel ... ... xxx11. Sciences Po France (http://formation.sciences-po.fr/…/the-emile-boutmy-scholars…)12. Utrecht University Netherland (http://www.uu.nl/…/grantsandscholarships/Pages/utrechtexcel…)13. Prasetya Mulya Business School Indonesia (http://www.pmbs.ac.id/s2/scholarship.php?lang=ENG)14. Brunei Darussalam Government Scholarship (http://www.mofat.gov.bn/index.php/announcement)15. Monbugakusho Scholarship Japan (http://www.id.emb-japan.go.jp/sch.html)16. Paramadin ba University Master Fellowship Indonesia (https://gradschool.paramadina.ac.id/…/paramadina-medco-fell…)17. PPM School of Management Indonesia (http://ppm-manajemen.ac.id/beasiswa-penuh-s2-mm-reguler/)18. University of Twente Netherland (http://www.utwente.nl/internationa…/scholarshipsandgrants/…/)19. Sweden Government Scholarship (http://www.studyinsweden.se/Scholarships/)20. Chinese Government Scholarship (http://www.csc.edu.cn/laihua/scholarshipdetailen.aspx…)21. Taiwan Government Scholarship (http://www.studyintaiwan.org/taiwan_scholarships.html)22. United Kingdom Government SCholarship (http://www.chevening.org/indonesia/)23. Panasonic Scholarship Japan (http://panasonic.net/citizensh…/scholarships/…/requirements/)24. Ancora Foundation Scholarship (http://ancorafoundation.com)25. Asian Public Intellectuals Fellowship Japan (http://www.api-fellowships.org/body/)26. AUN/SEED-Net Scholarship (http://www.seed-net.org/index.php)27. Art Asia Major Scholarship Korea National University of Arts (http://eng.karts.ac.kr:81/karts/board/list.jsp…)28. Ritsumeikan Asia Pacific University Japan (http://www.apu.ac.jp/home/life/index.php?content_id=30)29. Seoul National University Korea (http://en.snu.ac.kr/…/gradu…/scholarships/before-application)30. DIKTIS Overseas Scholarship (http://www.pendis.kemenag.go.id/beasiswaln/)31. Honjo International Scholarship Foundation Japan (http://hisf.or.jp/english/sch-f/)32. IDB Merit Scholarship Programme for High Technology (http://www.isdb.org/irj/portal/anonymous…)33. International HIV & Drug Use Fellowship USA (http://www.iasociety.org/fellowship.aspx)34. Nitori International Scholarship Foundation Japan (http://www.nitori-shougakuzaidan.com/en/)35. School of Government and Public Policy Indonesia (http://sgpp.ac.id/pages/financial-conditions)36. Inpex Scholarship Foundation Japan37. Asia University Taiwan (http://ciae.asia.edu.tw/AdmissionsScholarship.html)38. Macquaire University Australia (http://www.mq.edu.au/…/macquarie_university_international_…/ .Please share for the benefit of our youth. You will be surprised the difference you can make.,positive
haha,positive
Lool.. thanks doll 🤗🤗,positive
Gorgeous and cool🔥🔥🔥,positive
Speechless,positive
Thanks guys 🤗🤗😘😘,positive
"So lovely, it’s like looking at a cover page of the millionaires magazine 👍🏾👍🏾👍🏾👍🏾",positive
"Did you know that Popcorns are normally fried in the same pot, in the same oil, at the same time and under the same heat conditions, but they do not all pop at the same time. When flood comes, fish eat ants and when the flood recedes, ants eat fish. Only time matters. To make soap, oil is required. But to clean oil, soap is required. This is the irony of life. Everybody needs somebody at one point in time. Do not despise or treat anyone with scorn. There is a time for everything and for everyone. Keep trusting and waiting on God. Your time to POP will soon come. God of creating ways were seems no way! Blessed day all!!!",positive
30 Days Fasting period is about to end.,positive
"ANNOUNCEMENTThe Management of National Water and Sewerage Corporation regrets to inform its valued customers and the general public that there will be interruptions in water supply on Saturday 28th July, 2018 from 8am to 5pm.This is to enable Umeme engineers undertake routine maintenance works at the Ggaba substation to improve power supply reliability at Gaba Water Works.The entire Kampala, Mukono & Wakiso Service Areas will be affected.We advise our Customers to store enough water and use it sparingly as it takes time for pressure levels to build up after resuming production.For more information, call our toll free helplines: 0800 200 977 or 0800300977Facebook us on www.facebook.com/waterug or twitter: www.twitter.com/nwscugEND OF ANNOUNCEMENT",positive
I'm watching NBS,positive
so much about the ruling by the justices on the age limit case,positive
I love that its the second time we are being serious. The first being during the post elections violence.,positive
okay meant NTV,positive
Beth what did you say?,positive
Well it appears  that Museveni stays with his 7yrs but the Mps are in for it 5yrs let us see how long before the 5yrs end we shall watch our vote this time I will vote,positive
You pipo thank God I also have a national id,positive
"*Your level determines your challenges**Sometimes you wonder why you experience big challenges in your life but I want you to know that they are proportional to your level. High level people do not face low level challenges . It’s the tallest trees that suffer the most wind. In a war they target the soldier who has the biggest weapon. In football they focus on marking the best player. The devil will attack you because he knows how powerful you are. Remember that whatever God allows you to go through he knows that you have the capacity to withstand it and come out stronger . Challenges are like steps of a ladder, each time you overcome them you go to the next level. I would rather face challenges as I go to a higher level than stay at a lower level without challenges.**1 Cor 10:13......And God is faithful; he will not let you be tempted beyond what you can bear......*I wish you victory always.When *challenges* come.. Stay *strong in faith* knowing that God will see u through. Amen",positive
"George Carlin on aging!(Absolutely Brilliant)IF YOU DON'T READ THIS TO THE VERY END, YOU HAVE LOST A DAY IN YOUR LIFE.George Carlin's Views on AgingHOW TO STAY YOUNG1. Throw out nonessential numbers. This includes age, weight and height. Let the doctors worry about them. That is why you pay them.2. Keep only cheerful friends. The grouches pull you down.3. Keep learning.    Learn more about the computer, crafts, gardening, whatever, even ham radio. Never let the brain idle. 'An idle mind is the devil's workshop.' And the devil’s   family name is   Alzheimer's.4. Enjoy the simple things.5.  Laugh often, long and loud. Laugh until you gasp for breath.6. The tears happen. Endure, grieve, and move on. The only person, who is with us our entire life, is ourselves Be ALIVE while you are alive.7. Surround yourself with what you love   , whether it's family, pets, keepsakes, music, plants, hobbies, whatever. Your home is your refuge.8. Cherish your health: If it is good, preserve it. If it is unstable, improve it. If it is beyond what you can improve, get help.9. Don't take guilt trips. Take a trip to the mall, even to the next county; to a foreign country, but NOT to where the guilt is.10. Tell the people you love that you love them, at every opportunity.AND, ALWAYS REMEMBER:""Life is not measured by the number of breaths we take, but by the moments that take our breath away""We all need to live life to its fullest each day!!",positive
"If you can read, understand and digest this, your relationship with your spouse and people around you  will last longer.*Look at these happy faces*😄😊☺😂😌😚😆😄☺😁*And look at these sad faces*😡😠😢😳😰😥😳😢😠😱😨Did you notice that almost all happy faces have closed eyes !And on the other hand, all sad or angry faces have open eyes !This is life.. Close ur eyes & ignore all negative things to live happily 😄Yuo konw waht is Rael Reltionship?I m gving yuo an exmpl : Jsut c tihs msg. Evrey splleing of tihs msg is wrnog. Bt sitll yuo can raed it wihtuot ayn mistake. if u wnat true Raleti0nship; jsut ignoer mistaeks of others.. and understand them...!!👍😃😊Keep smiling😊😄",positive
Happy Birthday Jose,positive
Huh???,positive
Hehe,positive
She’s a November baby ?,positive
Happy anniversary Jose,positive
Mummy Laeti's birthday,positive
Ntonios birthday,positive
So it's Happy BIRTH day Jose,positive
Ohhh ohh4th Aug ! Okay,positive
Happy anniversary Josie and Dan 😘,positive
If its my Godmother's birthday isn't it also my birthday?,positive
Thanks you Joanna. For allllll the wishes. Even early birthday,positive
Thanks Bengie,positive
😆😊😁⚘,positive
Please send our regards to Dan.,positive
Noo it’s not 😂,positive
Nti good job to you both!,positive
🤨😊🙈,positive
🤪,positive
Done. Thank you,positive
😁🤗🤗,positive
Happy anniversary Daniel and Josephine. May you see brighter years ahead. Happy birthday to Tonio. God bless you soooo much 🤗🤗🤗,positive
"Happy birthday Josie, and happy anniversary",positive
Happy birthday Tonia,positive
Happy anniversary Daniel and Josephine. 🤗🤗🤗🤗,positive
Happy happy birthday tio 🤗🤗,positive
Thank you Katie 😘😘,positive
Thank you Irene 😘😘,positive
🤗🤗,positive
Thank you Adela 😘🤗😘,positive
🤗🤗,positive
Happy birthday Jose and happy anniversary,positive
🤗🤗 thanks Lawrence,positive
Happy Anniversary Josie and Dan. Goals goals 😏😏🤗Happy Happy Birthday Tio 🤗🤗🤗😘,positive
Happiest anniversary to u Josie and Dannie. May God continue to bless u.😘,positive
Happy anniversary Josie and Dan!!!!!! Birthday loving to Tio,positive
Happy anniversary Josie and Dan,positive
Thank you Elsie. Yeah yeah. Come,positive
Thanks Lena. Passed on 🤗🤗,positive
Thanks Anna 🤗🤗,positive
Awww congratulations Sylive awww,positive
Wow Congratulations to him.,positive
Silive 👏🏾👏🏾👏🏾👏🏾 congratulations and blessings,positive
"Thank u all, will let him know",positive
Its Barack Obama's birthday . Happiness just,positive
Oh wow. Congratulations 👏🏽👏🏽👏🏽,positive
Congs José and Mwa. Dan,positive
Happy birthday dear Tonnio,positive
"Wululu, thanks for sharing and may the Almighty Lord always shower then with His grace and glorious blessings.",positive
Thank you mama D,positive
Who are your friends sir ?,positive
They seem nice and kind hearted,positive
😂😂😂😂😂,positive
Sebbo okebela emitiima enakuziino 😂😂😂✌🏾,positive
😂😂😂😂 via vpn app,positive
Owange am a heart surgeon ...,positive
Okitegeela... byetwasigaza,positive
From 🛫 🚛🛳🚂 to 🚑 Ben got the hookups,positive
"🤣🤣🤣🤣 I know, right? Very nice and kind",positive
"We continue to thank the Mulo’s, the Ssemwogerere’s and others whose contributions have already been received. All your names are written in grandpa’s book.  We didn't overlook you, we had asked your parents to pass on our grantitude but it seems they didn't.  Please, please forgive🙏🏽🙏🏽🙏🏽All that given to grandpa in contribution in form of goods, cash, etc were very very welcome. Grandma knows all your contributions and she continually sings and lovingly relates thanking you. May God bless you dear children love maama Letty (treasurer) and all the Ks😘🤗🤗😍🤗🤗🤗😘🤗🤗🤗🤗🤗😘🤗🤗🤗😍🤗🤗🤗🤗😍🤗🤗🤗😍🤗😍🤗🤗😘",positive
